symbol,name,sector,industry
3021,パシフィックネット,Industrials,サービス業
3023,ラサ商事,Industrials,卸売業
3024,クリエイト,Industrials,卸売業
3028,アルペン,Consumer Cyclical,小売業
3030,ハブ,Consumer Cyclical,小売業
3031,ラクーンホールディングス,Communication Services,情報･通信業
3034,クオールホールディングス,Consumer Cyclical,小売業
3035,ケイティケイ,Industrials,卸売業
3036,アルコニックス,Industrials,卸売業
3038,神戸物産,Industrials,卸売業
3039,碧,Consumer Cyclical,小売業
3040,ソリトンシステムズ,Communication Services,情報･通信業
3041,ビューティカダンホールディングス,Industrials,卸売業
3042,セキュアヴェイル,Communication Services,情報･通信業
3045,カワサキ,Industrials,卸売業
3046,ジンズホールディングス,Consumer Cyclical,小売業
3048,ビックカメラ,Consumer Cyclical,小売業
3050,ＤＣＭホールディングス,Consumer Cyclical,小売業
3053,ペッパーフードサービス,Consumer Cyclical,小売業
3054,ハイパー,Industrials,卸売業
3058,三洋堂ホールディングス,Consumer Cyclical,小売業
3059,ヒラキ,Consumer Cyclical,小売業
3063,ジェイグループホールディングス,Consumer Cyclical,小売業
3064,ＭｏｎｏｔａＲＯ,Consumer Cyclical,小売業
3065,ライフフーズ,Consumer Cyclical,小売業
3067,東京一番フーズ,Consumer Cyclical,小売業
3068,ＷＤＩ,Consumer Cyclical,小売業
3069,ＪＦＬＡホールディングス,Consumer Cyclical,小売業
3070,ジェリービーンズグループ,Industrials,卸売業
3071,ストリーム,Consumer Cyclical,小売業
3073,ＤＤグループ,Consumer Cyclical,小売業
3075,銚子丸,Consumer Cyclical,小売業
3076,あい　ホールディングス,Industrials,卸売業
3077,ホリイフードサービス,Consumer Cyclical,小売業
3079,ディーブイエックス,Industrials,卸売業
3080,ジェーソン,Consumer Cyclical,小売業
3082,きちりホールディングス,Consumer Cyclical,小売業
3083,シーズメン,Consumer Cyclical,小売業
3086,Ｊ．フロント　リテイリング,Consumer Cyclical,小売業
3087,ドトール・日レスホールディングス,Consumer Cyclical,小売業
3088,マツキヨココカラ＆カンパニー,Consumer Cyclical,小売業
3089,テクノアルファ,Industrials,卸売業
3091,ブロンコビリー,Consumer Cyclical,小売業
3092,ＺＯＺＯ,Consumer Cyclical,小売業
3093,トレジャー・ファクトリー,Consumer Cyclical,小売業
3094,スーパーバリュー,Consumer Cyclical,小売業
3096,オーシャンシステム,Consumer Cyclical,小売業
3097,物語コーポレーション,Consumer Cyclical,小売業
3099,三越伊勢丹ホールディングス,Consumer Cyclical,小売業
3101,東洋紡,Consumer Cyclical,繊維製品
3103,ユニチカ,Consumer Cyclical,繊維製品
3104,富士紡ホールディングス,Consumer Cyclical,繊維製品
3105,日清紡ホールディングス,Technology,電気機器
3106,倉敷紡績,Consumer Cyclical,繊維製品
3107,ダイワボウホールディングス,Industrials,卸売業
3109,シキボウ,Consumer Cyclical,繊維製品
3110,日東紡績,Materials,ガラス･土石製品
3111,オーミケンシ,Consumer Cyclical,繊維製品
3113,ＵＮＩＶＡ・Ｏａｋホールディングス,Financials,証券･商品先物取引業
3116,トヨタ紡織,Consumer Cyclical,輸送用機器
3121,マーチャント・バンカーズ,Industrials,サービス業
3123,サイボー,Consumer Cyclical,繊維製品
3131,シンデン・ハイテックス,Industrials,卸売業
