symbol,name,sector,industry,lending
8563,大東銀行,Financials,銀行業,貸借
8566,リコーリース,Financials,その他金融業,貸借
8570,イオンクレジットサービス,Financials,その他金融業,貸借
8572,アコム,Financials,その他金融業,貸借
8584,ジャックス,Financials,その他金融業,貸借
8585,オリエントコーポレーション,Financials,その他金融業,貸借
8586,日立キャピタル,Financials,その他金融業,貸借
8591,オリックス,Financials,その他金融業,貸借
8593,三菱ＵＦＪリース,Financials,その他金融業,貸借
8595,ジャフコ,Financials,証券･商品先物取引業,貸借
8600,トモニホールディングス,Financials,銀行業,貸借
8601,大和証券グループ本社,Financials,証券･商品先物取引業,貸借
8604,野村ホールディングス,Financials,証券･商品先物取引業,貸借
8609,岡三証券グループ,Financials,証券･商品先物取引業,貸借
8613,丸三証券,Financials,証券･商品先物取引業,貸借
8614,東洋証券,Financials,証券･商品先物取引業,貸借
8616,東海東京フィナンシャル・ホールディングス,Financials,証券･商品先物取引業,貸借
8617,光世証券,Financials,証券･商品先物取引業,貸借
8622,水戸証券,Financials,証券･商品先物取引業,貸借
8624,いちよし証券,Financials,証券･商品先物取引業,貸借
8625,高木証券,Financials,証券･商品先物取引業,貸借
8628,松井証券,Financials,証券･商品先物取引業,貸借
8630,ＮＫＳＪホールディングス,Financials,保険業,貸借
8634,ジェー・ピー・モルガン・チェース・アンド・カンパニー,Financials,銀行業,その他
8648,バンク・オブ・アメリカ・コーポレーション,Financials,銀行業,信用
8685,アメリカン・インターナショナル・グループ・インク,Financials,保険業,信用
8686,アフラック・インコーポレーテッド,Financials,保険業,信用
